Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
ALL,0.0,0.0,0.0,0.0,0,67,17,67,988178710,00:00:00
CLASSES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PROPERTIES,0.0,0.0,0.0,0.0,0,19,0,19,-,-
INSTANCES,0.0,0.0,0.0,0.0,0,47,17,47,-,-
